date;URL;tag;description
2022-01-11;https://www.bloomberg.com/news/articles/2022-01-11/repeat-booster-shots-risk-overloading-immune-system-ema-says;COVID;Drug regulators in the EU are saying that taking COVID shot boosters every 4 months could weaken the immune system. This makes logical intuitive sense, as the mRNA shot submits instructions to every human cell uses its cellular molecular resources to make COVID spike proteins. The body then reacts adversely to these spike proteins and generates antibodies. Essentially, this would mean that to take a booster every 4 months would be, from the immune system’s perspective, to attack the body every 4 months. This would almost certainly fatigue the immune system, just as being sick with the flu every 4 months would be. We also know that the SARS-CoV-2 spike proteins are cytotoxic, including those manufactured by cells at the behest of the mRNA it receives from the COVID shots. This gradual exhaustion of the immune system may well counteract any benefit that priming it against COVID (using its intended mechanism) would provide. 
2022-01-11;https://www.axios.com/justice-department-domestic-terrorism-unit-1a025d5e-09d1-46ca-ac77-cc60ca687d1b.html;authoritarianism;Days after the 1-year anniversary of the “Insurrection” of January 6, 2021, the federal government has announced its intention to form an anti-domestic terrorism unit, opening the door to untold abuses which will almost assuredly visit the political right first. As the War On Terror has amply proven, terrorism provides the government with a pretext to dispense with the normal, constitutionally mandated legal protections that the accused enjoy. For example, while criminal suspects must be charged with a crime to be detained, terror suspects can be detained indefinitely without charge, as those interned at Guantanamo Bay know too well. Criminal suspects are also constitutionally protected against arbitrary search and seizure without a warrant by the Fourth Amendment, but terror suspects can be readily spied upon with little court authorization necessary, if any. The timing on this proclamation was not a coincidence: publicized days after the 1-year anniversary of what Democrats are hailing as a right-wing attempt to overthrow the government, this prospective agency would go after the Democrats’ opponents first. Freed of the shackles of the constitution, this agency would persecute the right (or any who oppose the left) with abandon. And don’t believe the assurances of the Democrats that they are not trying to persecute the entire right, just the “extremists”. There is a reason why they are so casual with accusations of “white supremacy”. Opponents of racial favoritism toward nonwhites for monoclonal antibody treatment are being tarred as “white supremacists”, which is all that an “anti-domestic terror” unit would need to view them as a danger worth at least monitoring and at most apprehending. The same goes for opponents of the bias toward Critical Race Theory in many public schools, or of parents organizing to remove sexually explicit books from school libraries, or of advocates of voter ID bills. The list goes on. If anyone fitting these political alignments gets too impassioned about their cause, they just might get a no-fly list, or have their phone tapped, or have agents infiltrate their churches… the same treatment Muslims got (often unfairly) during the War On Terror. What the left, in its glee at the prospect of rounding up their opponents, forgets is that granting the government these powers is dangerous because it is nearly impossible to strip it of those powers, and those powers may well be turned on them in the future. Once the government uses its vast new domestic anti-terror powers against the left, then they’ll be sorry. But it will be too late. 
2022-01-11;https://arstechnica.com/science/2022/01/fda-head-omicron-is-a-natural-disaster-most-people-are-gonna-get-covid/;COVID;The head of the FDA flatly admitted that most Americans, implying the absence of distinction between the vaccinated and unvaccinated, will catch COVID. This is the same FDA head stood by the mRNA vaccines for the last year because they were so safe and so effective. At best, this concession shows that the FDA as it currently stands is totally unfit to judge the efficacy of drugs that the government then pushes on citizens, and at worst suggests that the FDA was selling us a bill of goods when it pushed the vaccines and didn’t care. In spite of this admission, the agency CONTINUES to stand by the safety and efficacy of the vaccines, and has not spoken out against vaccine mandates which accomplish nothing save the ostracism of Americans who value their bodily autonomy. These comments invalidate every effort on the Democrats’ part to push the vaccine and punish those who decline it. 
2022-01-12;https://www.axios.com/inflation-consumer-price-index-december-baff6f4e-9572-4d2c-8b21-d2a7fd57d3cc.html;economy;Even with businesses back open, under Biden’s watch inflation has reached 7%, its highest rate in 40 years. This is the same Biden who claimed he was better for the economy, and whose loyal party allies ensured the destruction of the economy under Trump (so he would lose to Biden) by locking down their states.
2022-01-13;https://blockclubchicago.org/2022/01/13/more-than-2-in-3-chicagoans-feel-unsafe-in-their-own-neighborhoods-chicago-index-survey-finds/;law enforcement;More than 2/3 of Chicago residents, who are overwhelmingly politically left and thus likely supported the Defund the Police movement, now feel that their neighborhoods aren’t safe. Again, because these liberal residents threw a fit any time a black person was harmed by the police for any reason, the police pulled back to appease them and now criminals are running amok knowing no one will dare to stop them. It’s an incentive structure so simple a 9-year-old could have explained that this would happen. And yet now the same leftists who made their city unsafe have the nerve to complain about it? The richest irony is that the crime that their policies enabled are hurting racial minorities the hardest, and making their neighborhoods the most dangerous. 
2022-01-13;https://www.axios.com/supreme-court-biden-covid-vaccine-mandate-1dc48f8a-1f37-4af1-aecd-0f6625afd5c4.html;authoritarianism;The Supreme Court ruled 6-3 that the Biden administration does not have the legal authority to use OSHA to coerce companies into requiring their employees to be vaccinated. In a nation founded on the ideals of individual liberty and the sovereignty of the states, this is the only just and prudent outcome. It is dangerous to accord any president the right to make companies push medical treatments on employees, and alarming that the Democrats (via Biden) tried to do so—the fact that Biden even attempted this should have alarmed labor rights activists but, of course, being overwhelmingly Democrats, they cheered this. We are a nation of laws, laws which bind even the president. Even if every American supported the OSHA vaccine mandates, the law clearly does not empower the president to wield it as such. If such power is desired, appropriate laws must be passed. But that is just how badly the Democrats want to control Americans: they are willing to run roughshod over our checks on executive power to do so.
2022-01-13;https://twitter.com/ggreenwald/status/1481623239038275584;COVID;In Minneapolis, vaccine mandates are being enforced using executive emergency powers approved in March of 2020 and never revoked. If the vaccines are so effective and available to everyone, why do cities and states still need emergency powers to combat the virus? Shouldn’t these powers be relinquished? Does anyone expect these powers to be voluntarily forfeit, at any point in the future, given how long executives in cities and states have retained them? And which party is wielding these emergency powers to impose medical compliance requirements on their jurisdictions? It is exclusively officials belonging to the Democratic Party. 
2022-01-13;https://thepostmillennial.com/biden-demands-that-social-media-companies-censor;authoritarianism;Biden has directed private social media companies to censor what his administration deems to be disinformation, so that they can sidestep the First Amendment violation which would ensue if his administration did so itself. As Greenwald shrewdly pointed out, the Supreme Court has ruled in the past that the government implicitly threatening private companies to carry out censorship which it cannot is itself a First Amendment violation. This makes sense: what use would the First Amendment be if the government could just ask companies to censor people instead of doing so directly? Biden has already appointed regulators who are threatening to break up Big Tech monopolies, so social media has good reason to believe that complying with the censorship requests would make them less likely to be targets of the Biden administration’s antitrust suits. How, then, can anyone justify this? 
2022-01-15;https://www.axios.com/coronavirus-cdc-isolation-testing-omicron-1bea8a40-15d1-44d5-a429-2d1864840c96.html;COVID;Even public health experts are skeptical about the CDC’s new guidance that those with asymptomatic COVID infections can end their self-quarantine after 5 days. When even other experts who have been in lockstep with the CDC until now are criticizing its guidance, it is clear that the CDC has no more credibility on which to base its guidance. 
2022-01-15;https://www.rasmussenreports.com/public_content/politics/partner_surveys/jan_2022/covid_19_democratic_voters_support_harsh_measures_against_unvaccinated;COVID;Almost 3 in 5 self-identified Democrats believe that the unvaccinated should not not be allowed to leave their homes, and 45% of them believe that the unvaccinated should be put in concentration camps. There is no other word for this mindset than fascist. As should not need to be said at this point, given the CDC director’s own admission, but it bears repeating: the vaccinated and unvaccinated spread COVID at the same rate. This means that these policies, in addition to being authoritarian and totalitarian on their face, also have no basis in epidemiological fact. 
2022-01-16;https://thepostmillennial.com/msnbc-contributor-calls-the-gop-a-front-for-a-terrorist-movement;authoritarianism;A panelist on MSNBC characterized the Republican Party as a “front for a terrorist movement”, which directly and thinly implies that he believes that the GOP should be outlawed. Terrorists are criminals of the most dangerous kind, law enforcement should act on criminals (from most to least dangerous), ergo anything designated as “terrorist” should be criminalized. The Republicans aren’t the ones who are trying to impose federal election standards on all states in blatant disregard for state sovereignty. The Republicans aren’t the ones directing social media to censor anyone who questions the mRNA COVID “vaccine” (under thinly veiled threat of regulation). The Republicans don’t enjoy the support of an armed group that sets fire to federal buildings, starts firefights in the street, and seizes city blocks to turn into lawless zones. The Republicans aren’t the party where almost half its membership wants to put the unvaccinated in concentration camps (and lest a Democrat apologist point to Trump’s policy of detaining migrants, recall that Biden is doing the same thing but at even higher rates then Trump). So if anyone party is a front for terrorists (IF, which is not to say that it is), it would be the Democratic Party. 
2022-01-17;https://twitter.com/0rf/status/1483162321191149574;COVID;Data from Israel shows that a 4th dose of the Pfizer mRNA COVID “vaccine” offers almost no more protection against the Omicron variant of COVID than a 3rd dose—since even 3 doses still wasn’t enough to prevent many vaccinated people from getting COVID, this means that the vaccines don’t work. The “vaccine” may have been effective against the “wild type” (i.e. original), but if 3 doses won’t prevent infection and 4 is barely any better, the vaccinated have no more recourse. There’s nowhere left to go, and the virus will only continue to mutate to evade the vaccine for as long as people continue to take more doses of it. 
2022-01-18;https://www.youtube.com/watch?v=bnMMYJKZvnU;COVID;In a candid interview, Dr. Cyrille Cohen, one of Israel’s top immunologists and a member of the Israeli government’s vaccine advisory committee, noted that (1) the Omicron wave will not be over until everyone—regardless of vaccination—has sustained an Omicron infection, (2) schools should have never been closed at any point during the COVID pandemic, and (3) testing for all individuals—again, regardless of vaccination—is much more effective at reducing the spread of Omicron than requiring patrons of indoor businesses to show proof of vaccination (referred to in Israel as “green passes”). All of this eminently rational, borne out by ample available evidence. In spite of this, though, Democrat-controlled American cities continue to impose vaccine mandates to stop the spread of Omicron, with Boston being the most recent example as of this writing. There is also no indication that any jurisdictions in the US will impose testing requirements in lieu of vaccine mandates, though this could be because of limited test availability and processing capacity. Even so, such commonsense measures are not even being entertained in the US, certainly not by Democrats, despite their vocal claims to “follow the science”. What more evidence does one need that Democrat-imposed vaccine mandates are not about public health but demanding submission to the state (controlled by Democrats, of course)?
2022-01-19;https://twitter.com/ggreenwald/status/1483907335181455369, https://twitter.com/ggreenwald/status/1485961964044095496;authoritarianism;Democrat supporters are now calling for Tucker Carlson to be imprisoned for making a rational case against going to war with Russia to defend Ukraine. Reasonable people can disagree about whether or not to intervene in Russia’s impending (by Biden’s own admission) invasion of Ukraine. There are sound arguments for either side of the issue. But because the consensus Democrat talking point is that we should go to war with Russia—despite the fact that the Biden administration essentially said it would do nothing more than sanction Russia—now the party’s loyal foot soldiers are calling for dissenters to be imprisoned as Russian collaborators and traitors. This should alarm every American. It is outrageous to label as treasonous the making of a case that would spare American lives and tax dollars which also happens to benefit a hostile foreign power. Or does this stem from Democrat supporters’ desire to believe the demonstrable fiction that the Republican party is an ally of Russia? It would certainly be strange for the party whose last president (Trump) was targeted by a hoax accusation of collusion with Russia and who saw no major Russian incursions into foreign states to be pro-Russian, and not the party who saw a Russian incursion during the administration of their last president (Obama) and is about to see another one under their current president (Biden) all while dropping opposition to a major Russian pipeline to Germany. But psychological projection is the archetypal Democrat pathology: the Democrats accuse their opponents of what they themselves are guilty of. Democrats were lukewarm at best on the last round of sanctions against Russia, and gave Putin a huge boon by dropping opposition to a Russia-Germany oil pipeline that will bring windfall revenue to Russia. But then they turn around and accuse the Republicans, who pushed for the same sanctions Democrats largely didn’t support, of being soft on Russia. As a good rule of thumb, if the Democrats accuse their opponents of something, there’s a good chance they’re guilty of that same accusation—the more vociferous the condemnation, the more hypocritically guilty they are likely to be. 
2022-01-19;https://www.bloomberg.com/news/articles/2022-01-19/mrna-boosters-don-t-block-omicron-south-african-study-shows;COVID;A study published in The Lancet suggests that even boosters of the mRNA COVID “vaccines” do a poor job of preventing infection. A reasonable person would typically expect something characterized as a “vaccine” to prevent infection, as traditional vaccines confer what is called “sterilizing immunity”, a complete resistance to future infections. But not only do the initial 2 doses not prevent mRNA shot recipients from getting Omicron, but a third dose doesn’t even do so. At this point, how can anyone who regards their critical thinking as rational and evidence-based argue that these vaccines are effective, even if they do in fact reduce the severity of Omicron cases?
2022-01-19;https://www.statnews.com/2022/01/19/those-who-recovered-from-covid-19-were-less-likely-than-vaccinated-to-get-infected-during-delta-wave/, https://fox8.com/news/coronavirus/natural-immunity-was-more-effective-than-vaccines-alone-against-delta-variant-cdc-study-shows/;COVID;Data shows that those who contracted and recovered from COVID were more likely to avoid an infection with the Delta variant than those who were “vaccinated” using the mRNA COVID shots. It bears repeating that anyone with a high school biology education could have reasoned this to be the case. An immune system which has successfully fended off a real COVID infection will be far more robust than one which only created antibodies from the mRNA-derived spike proteins. This is because the real virus kills human cells and replicates virally, and so the immune system must respond faster to limit the spread, whereas the disembodied spike proteins created from the mRNA “vaccines” neither replicate nor directly kill cells. This being the case, why doesn’t every vaccine mandate have a carve-out for proof of natural immunity? Shouldn’t those with natural immunity be exempt from COVID vaccine requirements, since they’re better protected anyway? Such a policy would not lend itself to the real goal of the vaccine mandates (which, one should recall, are only pushed by Democrats), which is to demand citizens’ obedience to the (Democrat-controlled) state. 
2022-01-20;https://greenwald.substack.com/p/congresss-16-committee-claims-absolute;authoritarianism;The Democrat-run January 6 committee has appointed itself practically unlimited investigatory power, arguing that it is unconstrained by warrant requirements for investigating anyone at any time for any reason. The actions of this committee are worse than the House Un-Ameriacn Activities committee headed by McCarthy: instead of seeking out communist infiltrators to the US government, the January 6 committee is hunting down rioters who trespassed on federal property for 3 hours and inflicted no more harm than breaking a few windows and bruising a few police officers (all of which should be duly prosecuted, as every American should support). Worse, there is no reason why this committee couldn’t turn its prying eye into the affairs of anyone the Democrats can even tangentially connect to the riots on January 6. The unchecked actions of the committee open the door to future abuse at the very least, and signal the beginning of the de facto outlawing of the Republican Party at the very most.
2022-01-20;https://www.bbc.co.uk/news/world-us-canada-60063594;election;As Biden stares down abysmal approval ratings and no end in sight for their main cause, inflation, he has already declared that the 2022 midterm elections may not be “legit”. If Trump had done this, he would be slammed by every major news outlet (since they all serve as free PR for the Democrats) and there would be protests in every major city in America. Part of his declaration hinges on the fact that Congress failed to pass his voting rights bill which, among other things, would institute a federal election authority to mandate how states must conduct elections, flouting states’ sovereignty to elect their representatives as they choose. It also makes unflattering implications that don’t exactly help Biden. If the US has had literally hundreds of elections over the course of its history, all of them held before Biden’s voting rights legislation, is he saying that all of those were illegitimate too because they didn’t adhere to his proposed voting legislation? Wouldn’t he, by extension, be saying that his own election to the presidency wasn’t above board? If not adhering to his voting rights measures makes an election suspect, then every election in the nation’s history has been suspect. And then a further implication is, if the Democrats are saying every election is suspect, what right do they have to condemn Trump for questioning the 2020 election? The Democrats themselves implied that every election ever held in America is not to be trusted. But at the same time they maintain that the 2020 election—in which they disregarded voting laws in several states to allow unverifiable mail-in ballots—was the most secure and trustworthy election of all time. This just shows how inconsistent, opportunistic, and stupid the Democrats are. When they’re on track to lose an election that is just under a year away, they’ll claim that no election has ever been trustworthy, but then when Republicans call their bluff and question the 2020 election, they backpedal and assert that 2020 was the most trustworthy election of all time. 
2022-01-21;https://twitter.com/ggreenwald/status/1484535272754884611;election;Pundit after pundit—dozens of them—have declared that if Trump, who won an election for president fair and square and who stepped down as president at the appointed date and time upon losing less than 100% fair and square, were reelected then democracy in America would collapse. It is pretty galling that the press, which on the whole sides with the Democrats at every turn, can proclaim that democracy will die if the Democrats’ most hated opponent wins a free and fair election. It is even more audacious that they do so as their Democrat friends take away peoples’ freedoms by enacting vaccine mandates and online censorship against anyone who questions the vaccines being mandated. How does anyone believe the blatant hypocrisy of a political party, via their steadfast press allies as proxy, saying democracy dies if their opponents win a democratic election? 
2022-01-24;https://twitter.com/coldxman/status/1485703543046746118;COVID;The same people, the Democrats, who are screaming that states can’t require IDs to vote because it discriminates against non-white people have no problem requiring IDs to go out to eat or go to a gym and supposedly discriminating against this same minority group. This is because the Democrats have no principles, other than staying in power and controlling others by any means necessary. They have no consistency on matters of even the most deeply professed morality. They will say and do anything to justify wielding power over you and controlling you. They’ll condemn ID requirements as racist when it might possibly prevent their base from voting for them, but they will welcome IDs to cast out the unvaccinated as filthy second-class citizens despite the clear scientific fact that they pose no greater risk to spreading COVID than the vaccinated. 
2022-01-24;https://www.axios.com/health-care-workers-breaking-point-b7203b26-55dc-4990-952e-40ececed652d.html;COVID;Health care workers are complaining that they are burned out and understaffed, yet they fired their unvaccinated colleagues willing to work and assume any risks. These doctors and nurses have no leg to stand on, and no one to blame but themselves. 
2022-01-24;https://youtu.be/4zGXX6kDPBs;COVID;Data from the CDC shows that not only is natural immunity many times more effective than “vaccine” immunity for preventing COVID, but having both natural and “vaccine” immunity is negligibly more protective than natural immunity alone. As anyone who took high school biology can tell you, the antibodies developed from fighting a real infection of COVID are more robust than those developed from just seeing spike proteins created from mRNA instructions, because the former can form as a response to any and all parts of the virus rather than just the spike protein. How is it we are only hearing about this now, roughly 2 years into the pandemic? Did the CDC really not think to study this until recently? Or did they not release it until now because they wanted to keep pushing the mRNA “vaccine”?
2022-01-25;https://www.axios.com/fda-limits-regeneron-lilly-covid-treatments-use-a28bffec-7680-4eae-a2f8-4fc957e01379.html;COVID;Despite the fact that the treatment is safe and no less effective against he Omicron variant than the mRNA “vaccines”, the FDA is restricting access to monoclonal antibodies on the grounds that they aren’t effective. If the FDA is going to limit treatments because of poor effectiveness against Omicron, then how come they haven’t limited the mRNA COVID “vaccines”, which are substantially more likely to lead to dangerous side effects than antibody treatments? Is it because many of the FDA’s political patrons and allies own stock in Pfizer, and the “vaccine” is significantly more profitable than antibody treatments? Is it because many of the experts on the FDA’s advisory panel have financial and professional ties to Pfizer? Or is it because they just want to make sure Americans don’t use a safe treatment because it might not work? 
2022-01-25;https://arstechnica.com/tech-policy/2022/01/osha-will-try-a-different-route-to-a-vaccine-mandate-for-businesses/;COVID;After its attempts to push a nationwide vaccine mandate that would sweep up most American workers were rebuffed by the Supreme Court, OSHA is trying to find a new way to compel Americans to get the COVID vaccine. What’s even more audacious about this is that, in the time between OSHA’s announcement of its first vaccine mandate and now, the evidence has surfaced that the vaccine does not stop the spread and does not stop vaccinated individuals from contracting COVID—no less than the FDA head tacitly admitted the former and the head of the CDC explicitly admitted the latter. So on what grounds does OSHA think it can push ineffective vaccines—ineffective at least for the variant we have now, regardless of how well they handled earlier ones—now?
2022-01-25;https://twitter.com/ggreenwald/status/1485756706021941261;authoritarianism;CNN “journalist” Brian Stelter condemned Trump for referring to a journalist as a “son of a bitch” behind the journalist’s back, but issued no comparable expression of condemnation when Biden said the same thing RIGHT IN FRONT of the intended target. It is hard to find clearer proof that the corporate media is squarely on the side of the Democrats, giving them a pass for offenses for which they pillory the Republicans. When Trump mocks the press, the press cries state repression, but when Biden does it, they’re in on the joke. 
2022-01-25;https://twitter.com/@esaagar/status/1485985314971729921;authoritarianism;The journalist who was the target of Biden’s derisive “son of a bitch” comment was gracious enough to publicly and graciously accept Biden’s apology over his remarks. To Biden’s credit, he did the right thing in apologizing for his remark, a courtesy Trump would never have done. The issue, though, is not with Biden for making the distasteful remark about an adversarial journalist doing his job: the issue is with the press for going nowhere near to castigating Biden for it the way they did when Trump uttered the same words against a journalist. 
